run,prediction_path,prediction_line,prediction_id,ground_truth_found,question,pred_answer,prediction_time_taken,ground_truth_id,ground_truth_qtype,ground_truth_tags,ground_truth_answer,answer_token_precision,answer_token_recall,answer_token_f1,gt_entity_total,gt_entity_covered,gt_entity_coverage,missing_gt_entities,bertscore_precision,bertscore_recall,bertscore_f1
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,54,gt_53,True,"
What Generative Task generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105703_307?
","The Generative Task associated with extracting important entities for text, identified by ChatBS-NexGen:Generative_Task-id_20260420105703_307, is related to the data used by the execution ChatBS-NexGen:id_20260420105703_307.",55.28948850603774,gt_53,"[""single"", ""entity"", ""ISP""]",{},"
    The Generative Task that generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105703_307 is 

    Generative Task | glbl
http://testwebsite/testProgram#Generative_Task-id_20260420105659_302 | LLM Generates an text for 
system prompt: You are a health care assistant and you will respond to the user who is 30 years old, identifies as Male, diagnosed with Diabetic. Consider their height: 182.3, weight: 95.2, body mass index: 28.6, food preferences: Carnivore, and allergies: None when providing a dietary guideline. 

user prompt: I need suggestions for light and energy-boosting foods to eat before my gym workout. 

using: gpt-4o@en^^<xsd:string>
    ",0.6060606060606061,0.1834862385321101,0.28169014084507044,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105659_302""]",0.8035919070243835,0.8213563561439514,0.8123770356178284
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,55,gt_54,True,"
What Generative Task generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105705_598?
","The Generative Task that generated the data used by the execution `http://testwebsite/testProgram#id_20260420105705_598` is the task responsible for extracting important entities from text, identified as `ChatBS-NexGen:Generative_Task-id_20260420105703_307`.",45.505356919020414,gt_54,"[""single"", ""entity"", ""ISP""]",{},"
    The Generative Task that generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105705_598 is 

    Generative Task | glbl
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307 | Extracts important entities for 
text: To fuel your body effectively before a gym workout, especially given your diabetes and dietary preferences, it's important to balance carbohydrates, protein, and healthy fats. Here are some suggestions that should work well for you:

1. **Grilled Chicken with Sweet Potato:** Lean protein from chicken can provide sustained energy, while sweet potatoes offer complex carbohydrates and fiber, which are beneficial for maintaining blood sugar levels.

2. **Eggs with Avocado:** Eggs are a high-quality protein source, and avocados provide healthy fats that help keep energy levels stable. Consider preparing a scrambled egg and avocado wrap for convenience.

3. **Greek Yogurt with Nuts:** Greek yogurt is packed with protein and carbs. Adding a handful of nuts can give you a good dose of healthy fats and additional protein, helping to sustain your energy.

4. **Tuna Salad:** Made with olive oil, this can be a great pre-workout choice. The protein in tuna, along with healthy fats from olive oil, provide a steady energy supply without causing blood sugar spikes.

5. **Turkey and Cheese Roll-ups:** The combination of turkey breast and a slice of cheese can provide a quick and easy-to-digest source of protein and fat. Pair them with a small serving of fruit to add some carbs.

Remember to eat about 30 to 60 minutes before your workout, and stay hydrated. Monitor your blood sugar levels to see how these foods affect you personally, and adjust portion sizes as needed based on your energy requirements and your body's response. 

using: gpt-4o@en^^<xsd:string>
    ",0.8611111111111112,0.10508474576271186,0.1873111782477341,1,1,1.0,[],0.9576637744903564,0.9635165929794312,0.9605813026428223
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,56,gt_55,True,"
What Generative Task generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105705_972?
","The Generative Task that generated content used in the execution `http://testwebsite/testProgram#id_20260420105705_972` is 'LLM Generates an text for system prompt: You are a health care assistant and you will respond to the user who is 30 years old, identifies as Male, diagnosed with Diabetic. Consider their height: 182.3, weight: 95.2, body mass index: 28.6, food preferences: Carnivore, and allergies: None when providing a dietary guideline. user prompt: I need suggestions for light and energy-boosting foods to eat before my gym workout. using: gpt-4o'.",78.65196228795685,gt_55,"[""single"", ""entity"", ""ISP""]",{},"
    The Generative Task that generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105705_972 is 

    Generative Task | glbl
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307 | Extracts important entities for 
text: To fuel your body effectively before a gym workout, especially given your diabetes and dietary preferences, it's important to balance carbohydrates, protein, and healthy fats. Here are some suggestions that should work well for you:

1. **Grilled Chicken with Sweet Potato:** Lean protein from chicken can provide sustained energy, while sweet potatoes offer complex carbohydrates and fiber, which are beneficial for maintaining blood sugar levels.

2. **Eggs with Avocado:** Eggs are a high-quality protein source, and avocados provide healthy fats that help keep energy levels stable. Consider preparing a scrambled egg and avocado wrap for convenience.

3. **Greek Yogurt with Nuts:** Greek yogurt is packed with protein and carbs. Adding a handful of nuts can give you a good dose of healthy fats and additional protein, helping to sustain your energy.

4. **Tuna Salad:** Made with olive oil, this can be a great pre-workout choice. The protein in tuna, along with healthy fats from olive oil, provide a steady energy supply without causing blood sugar spikes.

5. **Turkey and Cheese Roll-ups:** The combination of turkey breast and a slice of cheese can provide a quick and easy-to-digest source of protein and fat. Pair them with a small serving of fruit to add some carbs.

Remember to eat about 30 to 60 minutes before your workout, and stay hydrated. Monitor your blood sugar levels to see how these foods affect you personally, and adjust portion sizes as needed based on your energy requirements and your body's response. 

using: gpt-4o@en^^<xsd:string>
    ",0.5434782608695652,0.1694915254237288,0.25839793281653745,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307""]",0.8017183542251587,0.8019824028015137,0.8018503189086914
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,57,gt_56,True,"
What Generative Task generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105710_61?
",The provided graph does not contain sufficient information to determine which single Generative Task generated all the data used by the execution with the identifier http://testwebsite/testProgram#id_20260420105710_61.,57.98566572193522,gt_56,"[""single"", ""entity"", ""ISP""]",{},"
    The Generative Task that generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105710_61 is 

    Generative Task | glbl
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307 | Extracts important entities for 
text: To fuel your body effectively before a gym workout, especially given your diabetes and dietary preferences, it's important to balance carbohydrates, protein, and healthy fats. Here are some suggestions that should work well for you:

1. **Grilled Chicken with Sweet Potato:** Lean protein from chicken can provide sustained energy, while sweet potatoes offer complex carbohydrates and fiber, which are beneficial for maintaining blood sugar levels.

2. **Eggs with Avocado:** Eggs are a high-quality protein source, and avocados provide healthy fats that help keep energy levels stable. Consider preparing a scrambled egg and avocado wrap for convenience.

3. **Greek Yogurt with Nuts:** Greek yogurt is packed with protein and carbs. Adding a handful of nuts can give you a good dose of healthy fats and additional protein, helping to sustain your energy.

4. **Tuna Salad:** Made with olive oil, this can be a great pre-workout choice. The protein in tuna, along with healthy fats from olive oil, provide a steady energy supply without causing blood sugar spikes.

5. **Turkey and Cheese Roll-ups:** The combination of turkey breast and a slice of cheese can provide a quick and easy-to-digest source of protein and fat. Pair them with a small serving of fruit to add some carbs.

Remember to eat about 30 to 60 minutes before your workout, and stay hydrated. Monitor your blood sugar levels to see how these foods affect you personally, and adjust portion sizes as needed based on your energy requirements and your body's response. 

using: gpt-4o@en^^<xsd:string>
    ",0.6451612903225806,0.06779661016949153,0.12269938650306747,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307""]",0.9086422324180603,0.9365200996398926,0.9223704934120178
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,58,gt_57,True,"
What Generative Task generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105711_320?
",The graph is insufficient to determine which Generative Task generated the data used by the execution identified by `http://testwebsite/testProgram#id_20260420105711_320`.,31.563652641954832,gt_57,"[""single"", ""entity"", ""ISP""]",{},"
    The Generative Task that generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105711_320 is 

    Generative Task | glbl
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307 | Extracts important entities for 
text: To fuel your body effectively before a gym workout, especially given your diabetes and dietary preferences, it's important to balance carbohydrates, protein, and healthy fats. Here are some suggestions that should work well for you:

1. **Grilled Chicken with Sweet Potato:** Lean protein from chicken can provide sustained energy, while sweet potatoes offer complex carbohydrates and fiber, which are beneficial for maintaining blood sugar levels.

2. **Eggs with Avocado:** Eggs are a high-quality protein source, and avocados provide healthy fats that help keep energy levels stable. Consider preparing a scrambled egg and avocado wrap for convenience.

3. **Greek Yogurt with Nuts:** Greek yogurt is packed with protein and carbs. Adding a handful of nuts can give you a good dose of healthy fats and additional protein, helping to sustain your energy.

4. **Tuna Salad:** Made with olive oil, this can be a great pre-workout choice. The protein in tuna, along with healthy fats from olive oil, provide a steady energy supply without causing blood sugar spikes.

5. **Turkey and Cheese Roll-ups:** The combination of turkey breast and a slice of cheese can provide a quick and easy-to-digest source of protein and fat. Pair them with a small serving of fruit to add some carbs.

Remember to eat about 30 to 60 minutes before your workout, and stay hydrated. Monitor your blood sugar levels to see how these foods affect you personally, and adjust portion sizes as needed based on your energy requirements and your body's response. 

using: gpt-4o@en^^<xsd:string>
    ",0.7916666666666666,0.06440677966101695,0.11912225705329153,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307""]",0.8117314577102661,0.7746950387954712,0.7927809357643127
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,59,gt_58,True,"
What Generative Task generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105711_662?
",* **answer**: The provided knowledge graph does not contain explicit evidence linking the execution identified by `http://testwebsite/testProgram#id_20260420105711_662` to a specific `Generative_Task`. * **relevant_entities**: [] * **evidence**: [],32.177790071000345,gt_58,"[""single"", ""entity"", ""ISP""]",{},"
    The Generative Task that generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105711_662 is 

    Generative Task | glbl
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307 | Extracts important entities for 
text: To fuel your body effectively before a gym workout, especially given your diabetes and dietary preferences, it's important to balance carbohydrates, protein, and healthy fats. Here are some suggestions that should work well for you:

1. **Grilled Chicken with Sweet Potato:** Lean protein from chicken can provide sustained energy, while sweet potatoes offer complex carbohydrates and fiber, which are beneficial for maintaining blood sugar levels.

2. **Eggs with Avocado:** Eggs are a high-quality protein source, and avocados provide healthy fats that help keep energy levels stable. Consider preparing a scrambled egg and avocado wrap for convenience.

3. **Greek Yogurt with Nuts:** Greek yogurt is packed with protein and carbs. Adding a handful of nuts can give you a good dose of healthy fats and additional protein, helping to sustain your energy.

4. **Tuna Salad:** Made with olive oil, this can be a great pre-workout choice. The protein in tuna, along with healthy fats from olive oil, provide a steady energy supply without causing blood sugar spikes.

5. **Turkey and Cheese Roll-ups:** The combination of turkey breast and a slice of cheese can provide a quick and easy-to-digest source of protein and fat. Pair them with a small serving of fruit to add some carbs.

Remember to eat about 30 to 60 minutes before your workout, and stay hydrated. Monitor your blood sugar levels to see how these foods affect you personally, and adjust portion sizes as needed based on your energy requirements and your body's response. 

using: gpt-4o@en^^<xsd:string>
    ",0.5172413793103449,0.05084745762711865,0.0925925925925926,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307""]",0.8075307607650757,0.7795796394348145,0.7933090925216675
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,60,gt_59,True,"
What Generative Task generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105711_772?
",The graph is insufficient to determine which Generative Task generated the data used by the execution with the ID http://testwebsite/testProgram#id_20260420105711_772.,33.59958800300956,gt_59,"[""single"", ""entity"", ""ISP""]",{},"
    The Generative Task that generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105711_772 is 

    Generative Task | glbl
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307 | Extracts important entities for 
text: To fuel your body effectively before a gym workout, especially given your diabetes and dietary preferences, it's important to balance carbohydrates, protein, and healthy fats. Here are some suggestions that should work well for you:

1. **Grilled Chicken with Sweet Potato:** Lean protein from chicken can provide sustained energy, while sweet potatoes offer complex carbohydrates and fiber, which are beneficial for maintaining blood sugar levels.

2. **Eggs with Avocado:** Eggs are a high-quality protein source, and avocados provide healthy fats that help keep energy levels stable. Consider preparing a scrambled egg and avocado wrap for convenience.

3. **Greek Yogurt with Nuts:** Greek yogurt is packed with protein and carbs. Adding a handful of nuts can give you a good dose of healthy fats and additional protein, helping to sustain your energy.

4. **Tuna Salad:** Made with olive oil, this can be a great pre-workout choice. The protein in tuna, along with healthy fats from olive oil, provide a steady energy supply without causing blood sugar spikes.

5. **Turkey and Cheese Roll-ups:** The combination of turkey breast and a slice of cheese can provide a quick and easy-to-digest source of protein and fat. Pair them with a small serving of fruit to add some carbs.

Remember to eat about 30 to 60 minutes before your workout, and stay hydrated. Monitor your blood sugar levels to see how these foods affect you personally, and adjust portion sizes as needed based on your energy requirements and your body's response. 

using: gpt-4o@en^^<xsd:string>
    ",0.88,0.07457627118644068,0.13749999999999998,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307""]",0.8367995023727417,0.7832329869270325,0.8091306090354919
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,61,gt_60,True,"
What Generative Task generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105717_370?
",The data utilized by the execution `http://testwebsite/testProgram#id_20260420105717_370` was generated as part of the flow associated with the Generative Task identified as `ChatBS-NexGen:Generative_Task-id_20260420105703_307`.,52.3237144559389,gt_60,"[""single"", ""entity"", ""ISP""]",{},"
    The Generative Task that generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105717_370 is 

    Generative Task | glbl
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307 | Extracts important entities for 
text: To fuel your body effectively before a gym workout, especially given your diabetes and dietary preferences, it's important to balance carbohydrates, protein, and healthy fats. Here are some suggestions that should work well for you:

1. **Grilled Chicken with Sweet Potato:** Lean protein from chicken can provide sustained energy, while sweet potatoes offer complex carbohydrates and fiber, which are beneficial for maintaining blood sugar levels.

2. **Eggs with Avocado:** Eggs are a high-quality protein source, and avocados provide healthy fats that help keep energy levels stable. Consider preparing a scrambled egg and avocado wrap for convenience.

3. **Greek Yogurt with Nuts:** Greek yogurt is packed with protein and carbs. Adding a handful of nuts can give you a good dose of healthy fats and additional protein, helping to sustain your energy.

4. **Tuna Salad:** Made with olive oil, this can be a great pre-workout choice. The protein in tuna, along with healthy fats from olive oil, provide a steady energy supply without causing blood sugar spikes.

5. **Turkey and Cheese Roll-ups:** The combination of turkey breast and a slice of cheese can provide a quick and easy-to-digest source of protein and fat. Pair them with a small serving of fruit to add some carbs.

Remember to eat about 30 to 60 minutes before your workout, and stay hydrated. Monitor your blood sugar levels to see how these foods affect you personally, and adjust portion sizes as needed based on your energy requirements and your body's response. 

using: gpt-4o@en^^<xsd:string>
    ",0.7575757575757576,0.0847457627118644,0.1524390243902439,1,1,1.0,[],0.9591224193572998,0.9639682173728943,0.9615392088890076
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,62,gt_61,True,"
What Generative Task generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105719_327?
",The provided graph does not contain sufficient information to determine which Generative Task generated the data used by the execution with the ID http://testwebsite/testProgram#id_20260420105719_327.,51.891498440061696,gt_61,"[""single"", ""entity"", ""ISP""]",{},"
    The Generative Task that generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105719_327 is 

    Generative Task | glbl
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307 | Extracts important entities for 
text: To fuel your body effectively before a gym workout, especially given your diabetes and dietary preferences, it's important to balance carbohydrates, protein, and healthy fats. Here are some suggestions that should work well for you:

1. **Grilled Chicken with Sweet Potato:** Lean protein from chicken can provide sustained energy, while sweet potatoes offer complex carbohydrates and fiber, which are beneficial for maintaining blood sugar levels.

2. **Eggs with Avocado:** Eggs are a high-quality protein source, and avocados provide healthy fats that help keep energy levels stable. Consider preparing a scrambled egg and avocado wrap for convenience.

3. **Greek Yogurt with Nuts:** Greek yogurt is packed with protein and carbs. Adding a handful of nuts can give you a good dose of healthy fats and additional protein, helping to sustain your energy.

4. **Tuna Salad:** Made with olive oil, this can be a great pre-workout choice. The protein in tuna, along with healthy fats from olive oil, provide a steady energy supply without causing blood sugar spikes.

5. **Turkey and Cheese Roll-ups:** The combination of turkey breast and a slice of cheese can provide a quick and easy-to-digest source of protein and fat. Pair them with a small serving of fruit to add some carbs.

Remember to eat about 30 to 60 minutes before your workout, and stay hydrated. Monitor your blood sugar levels to see how these foods affect you personally, and adjust portion sizes as needed based on your energy requirements and your body's response. 

using: gpt-4o@en^^<xsd:string>
    ",0.7241379310344828,0.0711864406779661,0.12962962962962962,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307""]",0.9078357815742493,0.9352741837501526,0.9213507771492004
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,63,gt_62,True,"
What Generative Task generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105722_117?
",The Generative Task that generated data used by the execution `http://testwebsite/testProgram#id_20260420105722_117` is the 'Information Extractor function generator' associated with extracting important entities from text.,40.47049670200795,gt_62,"[""single"", ""entity"", ""ISP""]",{},"
    The Generative Task that generated the data that was used by the execution http://testwebsite/testProgram#id_20260420105722_117 is 

    Generative Task | glbl
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307 | Extracts important entities for 
text: To fuel your body effectively before a gym workout, especially given your diabetes and dietary preferences, it's important to balance carbohydrates, protein, and healthy fats. Here are some suggestions that should work well for you:

1. **Grilled Chicken with Sweet Potato:** Lean protein from chicken can provide sustained energy, while sweet potatoes offer complex carbohydrates and fiber, which are beneficial for maintaining blood sugar levels.

2. **Eggs with Avocado:** Eggs are a high-quality protein source, and avocados provide healthy fats that help keep energy levels stable. Consider preparing a scrambled egg and avocado wrap for convenience.

3. **Greek Yogurt with Nuts:** Greek yogurt is packed with protein and carbs. Adding a handful of nuts can give you a good dose of healthy fats and additional protein, helping to sustain your energy.

4. **Tuna Salad:** Made with olive oil, this can be a great pre-workout choice. The protein in tuna, along with healthy fats from olive oil, provide a steady energy supply without causing blood sugar spikes.

5. **Turkey and Cheese Roll-ups:** The combination of turkey breast and a slice of cheese can provide a quick and easy-to-digest source of protein and fat. Pair them with a small serving of fruit to add some carbs.

Remember to eat about 30 to 60 minutes before your workout, and stay hydrated. Monitor your blood sugar levels to see how these foods affect you personally, and adjust portion sizes as needed based on your energy requirements and your body's response. 

using: gpt-4o@en^^<xsd:string>
    ",0.7931034482758621,0.07796610169491526,0.14197530864197533,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307""]",0.9489135146141052,0.9553232192993164,0.9521075487136841
