run,prediction_path,prediction_line,prediction_id,ground_truth_found,question,pred_answer,prediction_time_taken,ground_truth_id,ground_truth_qtype,ground_truth_tags,ground_truth_answer,answer_token_precision,answer_token_recall,answer_token_f1,gt_entity_total,gt_entity_covered,gt_entity_coverage,missing_gt_entities,bool_ground_truth_decision,bool_predicted_decision,bool_accuracy,entity_gt_total,entity_retrieved_final_total,entity_retrieved_total_total,entity_recall_final,entity_precision_final,entity_f1_final,entity_recall_total,entity_precision_total,entity_f1_total,entity_gt_values,entity_retrieved_final_values,entity_retrieved_total_values
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,28,gt_27,True,"
Is the function with a description as ""Step 10 - Biomni critic review 1"" made by using Large Language Model output?
","No, there is no function with that description in the provided graph.",3.5446042767725885,gt_27,"[""single"", ""bool""]",{},"
    The Step 10 - Biomni critic review 1 function is not made by a Generative Task.

    fnlbl | Generative Task used to generate function
Step 10 - Biomni critic review 1 | None
    ",0.25,0.10344827586206896,0.14634146341463414,2,0,0.0,"[""Step 10 - Biomni critic review 1"", ""None""]",False,False,1.0,2,0,0,0.0,,,0.0,,,"[""Step 10 - Biomni critic review 1"", ""None""]",[],[]
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,29,gt_28,True,"
Is the function with a description as ""Step 4 - Biomni LLM generation iteration 1"" made by using Large Language Model output?
","No, the graph does not contain a function described as “Step 4 – Biomni LLM generation iteration 1.”",4.054710745345801,gt_28,"[""single"", ""bool""]",{},"
    The Step 4 - Biomni LLM generation iteration 1 function is not made by a Generative Task.

    fnlbl | Generative Task used to generate function
Step 4 - Biomni LLM generation iteration 1 | None
    ",0.6470588235294118,0.3548387096774194,0.4583333333333333,2,1,0.5,"[""None""]",False,False,1.0,2,1,1,0.0,0.0,,0.0,0.0,,"[""Step 4 - Biomni LLM generation iteration 1"", ""None""]","[""prov:Generation""]","[""prov:Generation""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,30,gt_29,True,"
Is the function with a description as ""Step 5 - Biomni LLM generation iteration 2"" made by using Large Language Model output?
","No, the graph does not contain a function described as ""Step 5 – Biomni LLM generation iteration 2"".",3.908439762890339,gt_29,"[""single"", ""bool""]",{},"
    The Step 5 - Biomni LLM generation iteration 2 function is not made by a Generative Task.

    fnlbl | Generative Task used to generate function
Step 5 - Biomni LLM generation iteration 2 | None
    ",0.6470588235294118,0.3548387096774194,0.4583333333333333,2,1,0.5,"[""None""]",False,False,1.0,2,1,1,0.0,0.0,,0.0,0.0,,"[""Step 5 - Biomni LLM generation iteration 2"", ""None""]","[""prov:Generation""]","[""prov:Generation""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,31,gt_30,True,"
Is the function with a description as ""Step 6 - Biomni LLM generation iteration 3"" made by using Large Language Model output?
","No, the graph does not contain a function with the description ""Step 6 – Biomni LLM generation iteration 3"".",4.212351626250893,gt_30,"[""single"", ""bool""]",{},"
    The Step 6 - Biomni LLM generation iteration 3 function is not made by a Generative Task.

    fnlbl | Generative Task used to generate function
Step 6 - Biomni LLM generation iteration 3 | None
    ",0.6111111111111112,0.3548387096774194,0.4489795918367347,2,1,0.5,"[""None""]",False,False,1.0,2,1,1,0.0,0.0,,0.0,0.0,,"[""Step 6 - Biomni LLM generation iteration 3"", ""None""]","[""prov:Generation""]","[""prov:Generation""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,32,gt_31,True,"
Is the function with a description as ""Step 8 - Biomni LLM generation iteration 4"" made by using Large Language Model output?
","I cannot determine whether a function described as ""Step 8 - Biomni LLM generation iteration 4"" was produced by a Large Language Model output, because the provided provenance knowledge graph does not contain any entity or statement with that exact description.",4.166496919002384,gt_31,"[""single"", ""bool""]",{},"
    The Step 8 - Biomni LLM generation iteration 4 function is not made by a Generative Task.

    fnlbl | Generative Task used to generate function
Step 8 - Biomni LLM generation iteration 4 | None
    ",0.3,0.3870967741935484,0.3380281690140845,2,1,0.5,"[""None""]",False,,0.0,2,8,8,0.0,0.0,,0.0,0.0,,"[""Step 8 - Biomni LLM generation iteration 4"", ""None""]","[""workflow:Large_Language_Model_Output"", ""prov:Generation"", ""ChatBS-NexGen:Usage-id_20260420105717_534-entity"", ""entity"", ""prov:Usage"", ""ChatBS-NexGen:Usage-id_20260420105705_924-entity"", ""ChatBS-NexGen:Usage-id_20260420105711_726-entity"", ""ChatBS-NexGen:Usage-id_20260420105710_626-entity""]","[""workflow:Large_Language_Model_Output"", ""prov:Generation"", ""ChatBS-NexGen:Usage-id_20260420105717_534-entity"", ""entity"", ""prov:Usage"", ""ChatBS-NexGen:Usage-id_20260420105705_924-entity"", ""ChatBS-NexGen:Usage-id_20260420105711_726-entity"", ""ChatBS-NexGen:Usage-id_20260420105710_626-entity""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,33,gt_32,True,"
Does any of the executions of the ""Step 10 - Biomni critic review 1"" function made has a Generative Task as a component within?
","No, there is no evidence in the provided provenance graph of any execution for a function named ""Step 10 – Biomni critic review 1"" that contains a Generative_Task component.",5.801172105129808,gt_32,"[""single"", ""bool""]",{},"
    Executions of the Step 10 - Biomni critic review 1 function contains a Generative Task that utilize an LLM.

    Function | Execution | Generative Task used within execution
Step 10 - Biomni critic review 1 | http://testwebsite/testProgram#id_20260505001035_720 | http://testwebsite/testProgram#Generative_Task-id_20260505001035_720
    ",0.5172413793103449,0.3333333333333333,0.4054054054054054,3,1,0.3333333333333333,"[""http://testwebsite/testProgram#id_20260505001035_720"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001035_720""]",True,False,0.0,3,2,2,0.0,0.0,,0.0,0.0,,"[""Step 10 - Biomni critic review 1"", ""http://testwebsite/testProgram#id_20260505001035_720"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001035_720""]","[""workflow:Generative_Task"", ""provone:Execution""]","[""workflow:Generative_Task"", ""provone:Execution""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,34,gt_33,True,"
Does any of the executions of the ""Step 4 - Biomni LLM generation iteration 1"" function made has a Generative Task as a component within?
","The provenance graph does not contain any execution whose description or identifier corresponds to ""Step 4 – Biomni LLM generation iteration 1"", so it is impossible to verify whether that step includes a Generative_Task component.",4.116826870013028,gt_33,"[""single"", ""bool""]",{},"
    Executions of the Step 4 - Biomni LLM generation iteration 1 function contains a Generative Task that utilize an LLM.

    Function | Execution | Generative Task used within execution
Step 4 - Biomni LLM generation iteration 1 | http://testwebsite/testProgram#id_20260505001006_475 | http://testwebsite/testProgram#Generative_Task-id_20260505001006_475
    ",0.4,0.2978723404255319,0.34146341463414637,3,1,0.3333333333333333,"[""http://testwebsite/testProgram#id_20260505001006_475"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001006_475""]",True,,0.0,3,3,3,0.0,0.0,,0.0,0.0,,"[""Step 4 - Biomni LLM generation iteration 1"", ""http://testwebsite/testProgram#id_20260505001006_475"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001006_475""]","[""workflow:Generative_Task"", ""prov:Generation"", ""provone:Execution""]","[""workflow:Generative_Task"", ""prov:Generation"", ""provone:Execution""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,35,gt_34,True,"
Does any of the executions of the ""Step 5 - Biomni LLM generation iteration 2"" function made has a Generative Task as a component within?
","No, there is no execution of a function named ""Step 5 – Biomni LLM generation iteration 2"" that includes a Generative_Task component.",3.861216659191996,gt_34,"[""single"", ""bool""]",{},"
    Executions of the Step 5 - Biomni LLM generation iteration 2 function contains a Generative Task that utilize an LLM.

    Function | Execution | Generative Task used within execution
Step 5 - Biomni LLM generation iteration 2 | http://testwebsite/testProgram#id_20260505001009_972 | http://testwebsite/testProgram#Generative_Task-id_20260505001009_972
    ",0.6363636363636364,0.2978723404255319,0.40579710144927533,3,1,0.3333333333333333,"[""http://testwebsite/testProgram#id_20260505001009_972"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001009_972""]",True,False,0.0,3,3,3,0.0,0.0,,0.0,0.0,,"[""Step 5 - Biomni LLM generation iteration 2"", ""http://testwebsite/testProgram#id_20260505001009_972"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001009_972""]","[""workflow:Generative_Task"", ""prov:Generation"", ""provone:Execution""]","[""workflow:Generative_Task"", ""prov:Generation"", ""provone:Execution""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,36,gt_35,True,"
Does any of the executions of the ""Step 6 - Biomni LLM generation iteration 3"" function made has a Generative Task as a component within?
","No, none of the recorded executions contain a Generative Task component.",4.200429167132825,gt_35,"[""single"", ""bool""]",{},"
    Executions of the Step 6 - Biomni LLM generation iteration 3 function contains a Generative Task that utilize an LLM.

    Function | Execution | Generative Task used within execution
Step 6 - Biomni LLM generation iteration 3 | http://testwebsite/testProgram#id_20260505001011_890 | http://testwebsite/testProgram#Generative_Task-id_20260505001011_890
    ",0.5454545454545454,0.1276595744680851,0.2068965517241379,3,0,0.0,"[""Step 6 - Biomni LLM generation iteration 3"", ""http://testwebsite/testProgram#id_20260505001011_890"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001011_890""]",True,False,0.0,3,2,2,0.0,0.0,,0.0,0.0,,"[""Step 6 - Biomni LLM generation iteration 3"", ""http://testwebsite/testProgram#id_20260505001011_890"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001011_890""]","[""workflow:Generative_Task"", ""provone:Execution""]","[""workflow:Generative_Task"", ""provone:Execution""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,37,gt_36,True,"
Does any of the executions of the ""Step 8 - Biomni LLM generation iteration 4"" function made has a Generative Task as a component within?
","No, the graph does not contain any execution of a step called ""Step 8 – Biomni LLM generation iteration 4"" that includes a Generative_Task component.",4.2819914361462,gt_36,"[""single"", ""bool""]",{},"
    Executions of the Step 8 - Biomni LLM generation iteration 4 function contains a Generative Task that utilize an LLM.

    Function | Execution | Generative Task used within execution
Step 8 - Biomni LLM generation iteration 4 | http://testwebsite/testProgram#id_20260505001016_956 | http://testwebsite/testProgram#Generative_Task-id_20260505001016_956
    ",0.6,0.3191489361702128,0.4166666666666667,3,1,0.3333333333333333,"[""http://testwebsite/testProgram#id_20260505001016_956"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001016_956""]",True,False,0.0,3,3,3,0.0,0.0,,0.0,0.0,,"[""Step 8 - Biomni LLM generation iteration 4"", ""http://testwebsite/testProgram#id_20260505001016_956"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001016_956""]","[""workflow:Generative_Task"", ""prov:Generation"", ""provone:Execution""]","[""workflow:Generative_Task"", ""prov:Generation"", ""provone:Execution""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,38,gt_37,True,"
Does any of the executions of the Step 10 - Biomni critic review 1 function made has a Generative Task within as a component and also Step 10 - Biomni critic review 1 
function itself is generated by a Generative Task?
","The graph does not contain any execution or component named ""Step 10 – Biomni critic review 1"", so it is impossible to determine whether such an execution has a Generative Task as a component or whether the function itself was generated by a Generative Task.",5.060597509145737,gt_37,"[""single"", ""bool""]",{},"
    1. Executions of the Step 10 - Biomni critic review 1 function contains a Generative Task that utilize an LLM.
    2. The Step 10 - Biomni critic review 1 function is not generated by a Generative Task.

    Function | Execution | Generative Task used within execution | Generative Task used to generate function
Step 10 - Biomni critic review 1 | http://testwebsite/testProgram#id_20260505001035_720 | http://testwebsite/testProgram#Generative_Task-id_20260505001035_720 | None
    ",0.5227272727272727,0.3333333333333333,0.40707964601769914,4,1,0.25,"[""http://testwebsite/testProgram#id_20260505001035_720"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001035_720"", ""None""]",False,True,0.0,4,2,2,0.0,0.0,,0.0,0.0,,"[""Step 10 - Biomni critic review 1"", ""http://testwebsite/testProgram#id_20260505001035_720"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001035_720"", ""None""]","[""workflow:Generative_Task"", ""provone:Execution""]","[""workflow:Generative_Task"", ""provone:Execution""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,39,gt_38,True,"
Does any of the executions of the Step 4 - Biomni LLM generation iteration 1 function made has a Generative Task within as a component and also Step 4 - Biomni LLM generation iteration 1 
function itself is generated by a Generative Task?
","No, the provenance graph does not contain any execution named ""Step 4 – Biomni LLM generation iteration 1"" or any component of such an execution that is a generative task.",4.348092405125499,gt_38,"[""single"", ""bool""]",{},"
    1. Executions of the Step 4 - Biomni LLM generation iteration 1 function contains a Generative Task that utilize an LLM.
    2. The Step 4 - Biomni LLM generation iteration 1 function is not generated by a Generative Task.

    Function | Execution | Generative Task used within execution | Generative Task used to generate function
Step 4 - Biomni LLM generation iteration 1 | http://testwebsite/testProgram#id_20260505001006_475 | http://testwebsite/testProgram#Generative_Task-id_20260505001006_475 | None
    ",0.6206896551724138,0.25,0.3564356435643564,4,1,0.25,"[""http://testwebsite/testProgram#id_20260505001006_475"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001006_475"", ""None""]",False,False,1.0,4,3,3,0.0,0.0,,0.0,0.0,,"[""Step 4 - Biomni LLM generation iteration 1"", ""http://testwebsite/testProgram#id_20260505001006_475"", ""http://testwebsite/testProgram#Generative_Task-id_20260505001006_475"", ""None""]","[""workflow:Generative_Task"", ""prov:Generation"", ""provone:Execution""]","[""workflow:Generative_Task"", ""prov:Generation"", ""provone:Execution""]"
